seq_name,run_id,play_rate,N,rmse,mean,median,std,max,min
redkitchen/seq-04,run_001,0.1,36,0.07768576390690357,0.0671950639798957,0.055974682884066165,0.03898591143652902,0.2165249668775904,0.015145898967411857
redkitchen/seq-05,run_001,0.1,47,0.14506090945130437,0.1276668916702266,0.12112552163885644,0.06887548346183964,0.36681019668572024,0.028727865949245313
redkitchen/seq-06,run_001,0.1,36,0.08514803021581677,0.07794820228431451,0.08105898155346199,0.03426754747975453,0.1678865994877304,0.020386485880978553
redkitchen/seq-07,run_001,0.1,33,0.07242055192253932,0.06787770512142713,0.0716598197626989,0.025245860813483866,0.12800527596747294,0.023274002439900396
redkitchen/seq-08,run_001,0.1,39,0.08524150547994301,0.07797234110576062,0.07303844798884442,0.034444568207107305,0.14445682439192706,0.020887954134031883
redkitchen/seq-11,run_001,0.1,34,0.07500348948958288,0.06941049322273621,0.07040772933983473,0.028420184133648062,0.13609733659811526,0.007657461258756923
redkitchen/seq-12,run_001,0.1,38,0.10395205111022267,0.09746258186687887,0.1021323703103662,0.03615347930509988,0.1560212686647562,0.029648902103655426
redkitchen/seq-13,run_001,0.1,45,0.19486227785916807,0.16030318413138428,0.11961970900384732,0.11078897278070207,0.4516022559661764,0.018114950964066914
redkitchen/seq-14,run_001,0.1,41,0.10517644590385142,0.09037312560729761,0.0802173325606564,0.05380318708899497,0.2692158306836466,0.006504507210869674
stairs/seq-01,run_001,0.1,22,0.03812203637422311,0.03489989589267137,0.03235195418662889,0.015339065290893402,0.07930989394805202,0.015399887225976874
stairs/seq-02,run_001,0.1,17,0.04595880812070378,0.04304812728102819,0.041225977711479296,0.016095675862543457,0.07280194297767155,0.00751695392196937
stairs/seq-03,run_001,0.1,12,0.0553156397900368,0.05151677707260604,0.055815841954175854,0.020145512786536757,0.08767007239378669,0.014234467618845746
stairs/seq-04,run_001,0.1,23,0.09691231244233883,0.08502337108311842,0.083440728009944,0.04650830756524952,0.18878661589131004,0.028062660707109107
stairs/seq-05,run_001,0.1,8,0.033945721644633456,0.030437508468148605,0.023065720556306363,0.01502897522209409,0.05478361157121103,0.014517443125129743
stairs/seq-06,run_001,0.1,24,0.08055308518938277,0.07560627312105288,0.0725602649322607,0.0277937222817081,0.14106327006683658,0.04006765238689854
